Dmax Ozone,Year,Month,Day,OZONE-WEIGHT,Flag,,,
0.005,1900,01,00,4,0,,,
0.01,1900,01,00,8,0,,,
0.01,1900,01,00,8,0,,,
0.01,1900,01,00,8,0,,,
0.01,1900,01,00,8,0,,,
0.011,1900,01,00,9,0,,,
0.011,1900,01,00,9,0,,,
0.011,1900,01,00,9,0,,,
0.011,1900,01,00,9,0,,,
0.007,1900,01,00,6,0,,,
0.007,1900,01,00,6,0,,,
0.007,1900,01,00,6,0,,,
0.007,1900,01,00,6,0,,,
0.014,1900,01,00,12,0,,,
0.014,1900,01,00,12,0,,,
0.014,1900,01,00,12,0,,,
0.014,1900,01,00,12,0,,,
0.012,1900,01,00,10,0,,,
0.012,1900,01,00,10,0,,,
0.012,1900,01,00,10,0,,,
0.012,1900,01,00,10,0,,,
0.01,1900,01,00,8,0,,,
0.01,1900,01,00,8,0,,,
0.01,1900,01,00,8,0,,,
0.01,1900,01,00,8,0,,,
0.007,1900,01,00,6,0,,,
0.007,1900,01,00,6,0,,,
0.007,1900,01,00,6,0,,,
0.007,1900,01,00,6,0,,,
0.008,1900,01,00,7,0,,,
0.008,1900,01,00,7,0,,,
0.008,1900,01,00,7,0,,,
0.008,1900,01,00,7,0,,,
0.015,1900,01,00,13,0,,,
0.015,1900,01,00,13,0,,,
0.015,1900,01,00,13,0,,,
0.015,1900,01,00,13,0,,,
0.02,1900,01,00,17,0,,,
0.02,1900,01,00,17,0,,,
0.02,1900,01,00,17,0,,,
0.02,1900,01,00,17,0,,,
0.015,1900,01,00,13,0,,,
0.015,1900,01,00,13,0,,,
0.015,1900,01,00,13,0,,,
0.015,1900,01,00,13,0,,,
0.011,1900,01,00,9,0,,,
0.011,1900,01,00,9,0,,,
0.011,1900,01,00,9,0,,,
0.011,1900,01,00,9,0,,,
0.024,1900,01,00,20,0,,,
0.024,1900,01,00,20,0,,,
0.024,1900,01,00,20,0,,,
0.024,1900,01,00,20,0,,,
0.003,1900,01,00,3,0,,,
0.003,1900,01,00,3,0,,,
0.003,1900,01,00,3,0,,,
0.003,1900,01,00,3,0,,,
0.003,1900,01,00,3,0,,,
0.003,1900,01,00,3,0,,,
0.003,1900,01,00,3,0,,,
0.003,1900,01,00,3,0,,,
0.007,1900,01,00,6,0,,,
0.007,1900,01,00,6,0,,,
0.007,1900,01,00,6,0,,,
0.007,1900,01,00,6,0,,,
0.011,1900,01,00,9,0,,,
0.011,1900,01,00,9,0,,,
0.011,1900,01,00,9,0,,,
0.011,1900,01,00,9,0,,,
0.015,1900,01,00,13,0,,,
0.015,1900,01,00,13,0,,,
0.015,1900,01,00,13,0,,,
0.015,1900,01,00,13,0,,,
0.02,1900,01,00,17,0,,,
0.02,1900,01,00,17,0,,,
0.02,1900,01,00,17,0,,,
0.02,1900,01,00,17,0,,,
0.018,1900,01,00,15,0,,,
0.018,1900,01,00,15,0,,,
0.018,1900,01,00,15,0,,,
0.018,1900,01,00,15,0,,,
0.007,1900,01,00,6,0,,,
0.007,1900,01,00,6,0,,,
0.007,1900,01,00,6,0,,,
0.007,1900,01,00,6,0,,,
0.018,1900,01,00,15,0,,,
0.018,1900,01,00,15,0,,,
0.018,1900,01,00,15,0,,,
0.018,1900,01,00,15,0,,,
0.019,1900,01,00,16,0,,,
0.019,1900,01,00,16,0,,,
0.019,1900,01,00,16,0,,,
0.019,1900,01,00,16,0,,,
0.007,1900,01,00,6,0,,,
0.007,1900,01,00,6,0,,,
0.007,1900,01,00,6,0,,,
0.007,1900,01,00,6,0,,,
0.002,1900,01,00,2,0,,,
0.002,1900,01,00,2,0,,,
0.002,1900,01,00,2,0,,,
0.002,1900,01,00,2,0,,,
0.013,1900,01,00,11,0,,,
0.013,1900,01,00,11,0,,,
0.013,1900,01,00,11,0,,,
0.013,1900,01,00,11,0,,,
0.009,1900,01,00,8,0,,,
0.009,1900,01,00,8,0,,,
0.009,1900,01,00,8,0,,,
0.009,1900,01,00,8,0,,,
0.008,1900,01,00,7,0,,,
0.008,1900,01,00,7,0,,,
0.008,1900,01,00,7,0,,,
0.008,1900,01,00,7,0,,,
0.017,1900,01,00,14,0,,,
0.017,1900,01,00,14,0,,,
0.017,1900,01,00,14,0,,,
0.017,1900,01,00,14,0,,,
0.012,1900,01,00,10,0,,,
0.012,1900,01,00,10,0,,,
0.012,1900,01,00,10,0,,,
0.012,1900,01,00,10,0,,,
0.009,1900,01,00,8,0,,,
0.009,1900,01,00,8,0,,,
0.009,1900,01,00,8,0,,,
0.009,1900,01,00,8,0,,,
0.012,1900,01,00,10,0,,,
0.012,1900,01,00,10,0,,,
0.012,1900,01,00,10,0,,,
0.012,1900,01,00,10,0,,,
0.009,1900,01,00,8,0,,,
0.009,1900,01,00,8,0,,,
0.009,1900,01,00,8,0,,,
0.009,1900,01,00,8,0,,,
0.016,1900,01,00,14,0,,,
0.016,1900,01,00,14,0,,,
0.016,1900,01,00,14,0,,,
0.016,1900,01,00,14,0,,,
0.01,1900,01,00,8,0,,,
0.01,1900,01,00,8,0,,,
0.01,1900,01,00,8,0,,,
0.01,1900,01,00,8,0,,,
0.003,1900,01,00,3,0,,,
0.003,1900,01,00,3,0,,,
0.003,1900,01,00,3,0,,,
0.003,1900,01,00,3,0,,,
0.011,1900,01,00,9,0,,,
0.011,1900,01,00,9,0,,,
0.011,1900,01,00,9,0,,,
0.011,1900,01,00,9,0,,,
0.004,1900,01,00,3,0,,,
0.004,1900,01,00,3,0,,,
0.004,1900,01,00,3,0,,,
0.004,1900,01,00,3,0,,,
0.014,1900,01,00,12,0,,,
0.014,1900,01,00,12,0,,,
0.014,1900,01,00,12,0,,,
0.014,1900,01,00,12,0,,,
0.011,1900,01,00,9,0,,,
0.011,1900,01,00,9,0,,,
0.011,1900,01,00,9,0,,,
0.011,1900,01,00,9,0,,,
0.017,1900,01,00,14,0,,,
0.017,1900,01,00,14,0,,,
0.017,1900,01,00,14,0,,,
0.017,1900,01,00,14,0,,,
0.027,1900,01,00,23,0,,,
0.027,1900,01,00,23,0,,,
0.027,1900,01,00,23,0,,,
0.027,1900,01,00,23,0,,,
0.021,1900,01,00,18,0,,,
0.021,1900,01,00,18,0,,,
0.021,1900,01,00,18,0,,,
0.021,1900,01,00,18,0,,,
0.012,1900,01,00,10,0,,,
0.012,1900,01,00,10,0,,,
0.012,1900,01,00,10,0,,,
0.012,1900,01,00,10,0,,,
0.019,1900,01,00,16,0,,,
0.019,1900,01,00,16,0,,,
0.019,1900,01,00,16,0,,,
0.019,1900,01,00,16,0,,,
0.011,1900,01,00,9,0,,,
0.011,1900,01,00,9,0,,,
0.011,1900,01,00,9,0,,,
0.011,1900,01,00,9,0,,,
0.009,1900,01,00,8,0,,,
0.009,1900,01,00,8,0,,,
0.009,1900,01,00,8,0,,,
0.009,1900,01,00,8,0,,,
0.019,1900,01,00,16,0,,,
0.019,1900,01,00,16,0,,,
0.019,1900,01,00,16,0,,,
0.019,1900,01,00,16,0,,,
0.004,1900,01,00,3,0,,,
0.004,1900,01,00,3,0,,,
0.004,1900,01,00,3,0,,,
0.004,1900,01,00,3,0,,,
0.012,1900,01,00,10,0,,,
0.012,1900,01,00,10,0,,,
0.012,1900,01,00,10,0,,,
0.012,1900,01,00,10,0,,,
0.016,1900,01,00,14,0,,,
0.016,1900,01,00,14,0,,,
0.016,1900,01,00,14,0,,,
0.016,1900,01,00,14,0,,,
0.017,1900,01,00,14,0,,,
0.017,1900,01,00,14,0,,,
0.017,1900,01,00,14,0,,,
0.017,1900,01,00,14,0,,,
0.025,1900,01,00,21,0,,,
0.025,1900,01,00,21,0,,,
0.025,1900,01,00,21,0,,,
0.025,1900,01,00,21,0,,,
0.02,1900,01,00,17,0,,,
0.02,1900,01,00,17,0,,,
0.02,1900,01,00,17,0,,,
0.02,1900,01,00,17,0,,,
0.017,1900,01,00,14,0,,,
0.017,1900,01,00,14,0,,,
0.017,1900,01,00,14,0,,,
0.017,1900,01,00,14,0,,,
0.016,1900,01,00,14,0,,,
0.016,1900,01,00,14,0,,,
0.016,1900,01,00,14,0,,,
0.016,1900,01,00,14,0,,,
0.008,1900,01,00,7,0,,,
0.008,1900,01,00,7,0,,,
0.008,1900,01,00,7,0,,,
0.008,1900,01,00,7,0,,,
0.016,1900,01,00,14,0,,,
0.016,1900,01,00,14,0,,,
0.016,1900,01,00,14,0,,,
0.016,1900,01,00,14,0,,,
0.015,1900,01,00,13,0,,,
0.015,1900,01,00,13,0,,,
0.015,1900,01,00,13,0,,,
0.015,1900,01,00,13,0,,,
0.019,1900,01,00,16,0,,,
0.019,1900,01,00,16,0,,,
0.019,1900,01,00,16,0,,,
0.019,1900,01,00,16,0,,,
0.024,1900,01,00,20,0,,,
0.024,1900,01,00,20,0,,,
0.024,1900,01,00,20,0,,,
0.024,1900,01,00,20,0,,,
0.027,1900,01,00,23,0,,,
0.027,1900,01,00,23,0,,,
0.027,1900,01,00,23,0,,,
0.027,1900,01,00,23,0,,,
0.017,1900,01,00,14,0,,,
0.017,1900,01,00,14,0,,,
0.017,1900,01,00,14,0,,,
0.017,1900,01,00,14,0,,,
0.031,1900,01,00,26,0,,,
0.031,1900,01,00,26,0,,,
0.031,1900,01,00,26,0,,,
0.031,1900,01,00,26,0,,,
0.03,1900,01,00,25,0,,,
0.03,1900,01,00,25,0,,,
0.03,1900,01,00,25,0,,,
0.03,1900,01,00,25,0,,,
0.019,1900,01,00,16,0,,,
0.019,1900,01,00,16,0,,,
0.019,1900,01,00,16,0,,,
0.019,1900,01,00,16,0,,,
0.016,1900,01,00,14,0,,,
0.016,1900,01,00,14,0,,,
0.016,1900,01,00,14,0,,,
0.016,1900,01,00,14,0,,,
0.014,1900,01,00,12,0,,,
0.014,1900,01,00,12,0,,,
0.014,1900,01,00,12,0,,,
0.014,1900,01,00,12,0,,,
0.026,1900,01,00,22,0,,,
0.026,1900,01,00,22,0,,,
0.026,1900,01,00,22,0,,,
0.026,1900,01,00,22,0,,,
0.027,1900,01,00,23,0,,,
0.027,1900,01,00,23,0,,,
0.027,1900,01,00,23,0,,,
0.027,1900,01,00,23,0,,,
0.013,1900,01,00,11,0,,,
0.013,1900,01,00,11,0,,,
0.013,1900,01,00,11,0,,,
0.013,1900,01,00,11,0,,,
0.014,1900,01,00,12,0,,,
0.014,1900,01,00,12,0,,,
0.014,1900,01,00,12,0,,,
0.014,1900,01,00,12,0,,,
0.026,1900,01,00,22,0,,,
0.026,1900,01,00,22,0,,,
0.026,1900,01,00,22,0,,,
0.026,1900,01,00,22,0,,,
0.023,1900,01,00,19,0,,,
0.023,1900,01,00,19,0,,,
0.023,1900,01,00,19,0,,,
0.023,1900,01,00,19,0,,,
0.024,1900,01,00,20,0,,,
0.024,1900,01,00,20,0,,,
0.024,1900,01,00,20,0,,,
0.024,1900,01,00,20,0,,,
0.026,1900,01,00,22,0,,,
0.026,1900,01,00,22,0,,,
0.026,1900,01,00,22,0,,,
0.026,1900,01,00,22,0,,,
0.023,1900,01,00,19,0,,,
0.023,1900,01,00,19,0,,,
0.023,1900,01,00,19,0,,,
0.023,1900,01,00,19,0,,,
0.021,1900,01,00,18,0,,,
0.021,1900,01,00,18,0,,,
0.021,1900,01,00,18,0,,,
0.021,1900,01,00,18,0,,,
0.017,1900,01,00,14,0,,,
0.017,1900,01,00,14,0,,,
0.017,1900,01,00,14,0,,,
0.017,1900,01,00,14,0,,,
0.02,1900,01,00,17,0,,,
0.02,1900,01,00,17,0,,,
0.02,1900,01,00,17,0,,,
0.02,1900,01,00,17,0,,,
0.027,1900,01,00,23,0,,,
0.027,1900,01,00,23,0,,,
0.027,1900,01,00,23,0,,,
0.027,1900,01,00,23,0,,,
0.01,1900,01,00,8,0,,,
0.01,1900,01,00,8,0,,,
0.01,1900,01,00,8,0,,,
0.01,1900,01,00,8,0,,,
0.005,1900,01,00,4,0,,,
0.005,1900,01,00,4,0,,,
0.005,1900,01,00,4,0,,,
0.005,1900,01,00,4,0,,,
0.027,1900,01,00,23,0,,,
0.027,1900,01,00,23,0,,,
0.027,1900,01,00,23,0,,,
0.027,1900,01,00,23,0,,,
0.025,1900,01,00,21,0,,,
0.025,1900,01,00,21,0,,,
0.025,1900,01,00,21,0,,,
0.025,1900,01,00,21,0,,,
0.03,1900,01,00,25,0,,,
0.03,1900,01,00,25,0,,,
0.03,1900,01,00,25,0,,,
0.03,1900,01,00,25,0,,,
0.03,1900,01,00,25,0,,,
0.03,1900,01,00,25,0,,,
0.03,1900,01,00,25,0,,,
0.03,1900,01,00,25,0,,,
0.013,1900,01,00,11,0,,,
0.013,1900,01,00,11,0,,,
0.013,1900,01,00,11,0,,,
0.013,1900,01,00,11,0,,,
0.015,1900,01,00,13,0,,,
0.015,1900,01,00,13,0,,,
0.015,1900,01,00,13,0,,,
0.015,1900,01,00,13,0,,,
0.024,1900,01,00,20,0,,,
0.024,1900,01,00,20,0,,,
0.024,1900,01,00,20,0,,,
0.024,1900,01,00,20,0,,,
0.029,1900,01,00,25,0,,,
0.029,1900,01,00,25,0,,,
0.029,1900,01,00,25,0,,,
0.029,1900,01,00,25,0,,,
0.029,1900,01,00,25,0,,,
0.029,1900,01,00,25,0,,,
0.029,1900,01,00,25,0,,,
0.029,1900,01,00,25,0,,,
0.019,1900,01,00,16,0,,,
0.019,1900,01,00,16,0,,,
0.019,1900,01,00,16,0,,,
0.019,1900,01,00,16,0,,,
0.032,1900,01,00,27,0,,,
0.032,1900,01,00,27,0,,,
0.032,1900,01,00,27,0,,,
0.032,1900,01,00,27,0,,,
0.027,1900,01,00,23,0,,,
0.027,1900,01,00,23,0,,,
0.027,1900,01,00,23,0,,,
0.027,1900,01,00,23,0,,,
0.031,1900,01,00,26,0,,,
0.031,1900,01,00,26,0,,,
0.031,1900,01,00,26,0,,,
0.031,1900,01,00,26,0,,,
0.024,1900,01,00,20,0,,,
0.024,1900,01,00,20,0,,,
0.024,1900,01,00,20,0,,,
0.024,1900,01,00,20,0,,,
0.017,1900,01,00,14,0,,,
0.017,1900,01,00,14,0,,,
0.017,1900,01,00,14,0,,,
0.017,1900,01,00,14,0,,,
0.035,1900,01,00,30,0,,,
0.035,1900,01,00,30,0,,,
0.035,1900,01,00,30,0,,,
0.035,1900,01,00,30,0,,,
0.033,1900,01,00,28,0,,,
0.033,1900,01,00,28,0,,,
0.033,1900,01,00,28,0,,,
0.033,1900,01,00,28,0,,,
0.023,1900,01,00,19,0,,,
0.023,1900,01,00,19,0,,,
0.023,1900,01,00,19,0,,,
0.023,1900,01,00,19,0,,,
0.024,1900,01,00,20,0,,,
0.024,1900,01,00,20,0,,,
0.024,1900,01,00,20,0,,,
0.024,1900,01,00,20,0,,,
0.005,1900,01,00,4,0,,,
0.005,1900,01,00,4,0,,,
0.005,1900,01,00,4,0,,,
0.005,1900,01,00,4,0,,,
0.028,1900,01,00,24,0,,,
0.028,1900,01,00,24,0,,,
0.028,1900,01,00,24,0,,,
0.028,1900,01,00,24,0,,,
0.028,1900,01,00,24,0,,,
0.028,1900,01,00,24,0,,,
0.028,1900,01,00,24,0,,,
0.028,1900,01,00,24,0,,,
0.027,1900,01,00,23,0,,,
0.027,1900,01,00,23,0,,,
0.027,1900,01,00,23,0,,,
0.027,1900,01,00,23,0,,,
0.028,1900,01,00,24,0,,,
0.028,1900,01,00,24,0,,,
0.028,1900,01,00,24,0,,,
0.028,1900,01,00,24,0,,,
0.032,1900,01,00,27,0,,,
0.032,1900,01,00,27,0,,,
0.032,1900,01,00,27,0,,,
0.032,1900,01,00,27,0,,,
0.02,1900,01,00,17,0,,,
0.02,1900,01,00,17,0,,,
0.02,1900,01,00,17,0,,,
0.02,1900,01,00,17,0,,,
0.028,1900,01,00,24,0,,,
0.028,1900,01,00,24,0,,,
0.028,1900,01,00,24,0,,,
0.028,1900,01,00,24,0,,,
0.034,1900,01,00,29,0,,,
0.034,1900,01,00,29,0,,,
0.034,1900,01,00,29,0,,,
0.034,1900,01,00,29,0,,,
0.035,1900,01,00,30,0,,,
0.035,1900,01,00,30,0,,,
0.035,1900,01,00,30,0,,,
0.035,1900,01,00,30,0,,,
0.029,1900,01,00,25,0,,,
0.029,1900,01,00,25,0,,,
0.029,1900,01,00,25,0,,,
0.029,1900,01,00,25,0,,,
0.038,1900,01,00,32,0,,,
0.038,1900,01,00,32,0,,,
0.038,1900,01,00,32,0,,,
0.038,1900,01,00,32,0,,,
0.018,1900,01,00,15,0,,,
0.018,1900,01,00,15,0,,,
0.018,1900,01,00,15,0,,,
0.018,1900,01,00,15,0,,,
0.025,1900,01,00,21,0,,,
0.025,1900,01,00,21,0,,,
0.025,1900,01,00,21,0,,,
0.025,1900,01,00,21,0,,,
0.018,1900,01,00,15,0,,,
0.018,1900,01,00,15,0,,,
0.018,1900,01,00,15,0,,,
0.018,1900,01,00,15,0,,,
0.028,1900,01,00,24,0,,,
0.028,1900,01,00,24,0,,,
0.028,1900,01,00,24,0,,,
0.028,1900,01,00,24,0,,,
0.026,1900,01,00,22,0,,,
0.026,1900,01,00,22,0,,,
0.026,1900,01,00,22,0,,,
0.026,1900,01,00,22,0,,,
0.028,1900,01,00,24,0,,,
0.028,1900,01,00,24,0,,,
0.028,1900,01,00,24,0,,,
0.028,1900,01,00,24,0,,,
0.034,1900,01,00,29,0,,,
0.034,1900,01,00,29,0,,,
0.034,1900,01,00,29,0,,,
0.034,1900,01,00,29,0,,,
0.034,1900,01,00,29,0,,,
0.034,1900,01,00,29,0,,,
0.034,1900,01,00,29,0,,,
0.034,1900,01,00,29,0,,,
0.035,1900,01,00,30,0,,,
0.035,1900,01,00,30,0,,,
0.035,1900,01,00,30,0,,,
0.035,1900,01,00,30,0,,,
0.015,1900,01,00,13,0,,,
0.015,1900,01,00,13,0,,,
0.015,1900,01,00,13,0,,,
0.015,1900,01,00,13,0,,,
0.033,1900,01,00,28,0,,,
0.033,1900,01,00,28,0,,,
0.033,1900,01,00,28,0,,,
0.033,1900,01,00,28,0,,,
0.036,1900,01,00,31,0,,,
0.036,1900,01,00,31,0,,,
0.036,1900,01,00,31,0,,,
0.036,1900,01,00,31,0,,,
0.034,1900,01,00,29,0,,,
0.034,1900,01,00,29,0,,,
0.034,1900,01,00,29,0,,,
0.034,1900,01,00,29,0,,,
0.032,1900,01,00,27,0,,,
0.032,1900,01,00,27,0,,,
0.032,1900,01,00,27,0,,,
0.032,1900,01,00,27,0,,,
0.028,1900,01,00,24,0,,,
0.028,1900,01,00,24,0,,,
0.028,1900,01,00,24,0,,,
0.028,1900,01,00,24,0,,,
0.027,1900,01,00,23,0,,,
0.027,1900,01,00,23,0,,,
0.027,1900,01,00,23,0,,,
0.027,1900,01,00,23,0,,,
0.02,1900,01,00,17,0,,,
0.02,1900,01,00,17,0,,,
0.02,1900,01,00,17,0,,,
0.02,1900,01,00,17,0,,,
0.036,1900,01,00,31,0,,,
0.036,1900,01,00,31,0,,,
0.036,1900,01,00,31,0,,,
0.036,1900,01,00,31,0,,,
0.042,1900,01,00,36,0,,,
0.042,1900,01,00,36,0,,,
0.042,1900,01,00,36,0,,,
0.042,1900,01,00,36,0,,,
0.033,1900,01,00,28,0,,,
0.033,1900,01,00,28,0,,,
0.033,1900,01,00,28,0,,,
0.033,1900,01,00,28,0,,,
0.01,1900,01,00,8,0,,,
0.01,1900,01,00,8,0,,,
0.01,1900,01,00,8,0,,,
0.01,1900,01,00,8,0,,,
0.033,1900,01,00,28,0,,,
0.033,1900,01,00,28,0,,,
0.033,1900,01,00,28,0,,,
0.033,1900,01,00,28,0,,,
0.035,1900,01,00,30,0,,,
0.035,1900,01,00,30,0,,,
0.035,1900,01,00,30,0,,,
0.035,1900,01,00,30,0,,,
0.03,1900,01,00,25,0,,,
0.03,1900,01,00,25,0,,,
0.03,1900,01,00,25,0,,,
0.03,1900,01,00,25,0,,,
0.026,1900,01,00,22,0,,,
0.026,1900,01,00,22,0,,,
0.026,1900,01,00,22,0,,,
0.026,1900,01,00,22,0,,,
0.027,1900,01,00,23,0,,,
0.027,1900,01,00,23,0,,,
0.027,1900,01,00,23,0,,,
0.027,1900,01,00,23,0,,,
0.029,1900,01,00,25,0,,,
0.029,1900,01,00,25,0,,,
0.029,1900,01,00,25,0,,,
0.029,1900,01,00,25,0,,,
0.028,1900,01,00,24,0,,,
0.028,1900,01,00,24,0,,,
0.028,1900,01,00,24,0,,,
0.028,1900,01,00,24,0,,,
0.046,1900,01,00,39,0,,,
0.046,1900,01,00,39,0,,,
0.046,1900,01,00,39,0,,,
0.046,1900,01,00,39,0,,,
0.053,1900,01,00,45,0,,,
0.053,1900,01,00,45,0,,,
0.053,1900,01,00,45,0,,,
0.053,1900,01,00,45,0,,,
0.034,1900,01,00,29,0,,,
0.034,1900,01,00,29,0,,,
0.034,1900,01,00,29,0,,,
0.034,1900,01,00,29,0,,,
0.033,1900,01,00,28,0,,,
0.033,1900,01,00,28,0,,,
0.033,1900,01,00,28,0,,,
0.033,1900,01,00,28,0,,,
0.017,1900,01,00,14,0,,,
0.017,1900,01,00,14,0,,,
0.017,1900,01,00,14,0,,,
0.017,1900,01,00,14,0,,,
0.037,1900,01,00,31,0,,,
0.037,1900,01,00,31,0,,,
0.037,1900,01,00,31,0,,,
0.037,1900,01,00,31,0,,,
0.036,1900,01,00,31,0,,,
0.036,1900,01,00,31,0,,,
0.036,1900,01,00,31,0,,,
0.036,1900,01,00,31,0,,,
0.043,1900,01,00,36,0,,,
0.043,1900,01,00,36,0,,,
0.043,1900,01,00,36,0,,,
0.043,1900,01,00,36,0,,,
0.006,1900,01,00,5,0,,,
0.006,1900,01,00,5,0,,,
0.006,1900,01,00,5,0,,,
0.006,1900,01,00,5,0,,,
0.027,1900,01,00,23,0,,,
0.027,1900,01,00,23,0,,,
0.027,1900,01,00,23,0,,,
0.027,1900,01,00,23,0,,,
0.038,1900,01,00,32,0,,,
0.038,1900,01,00,32,0,,,
0.038,1900,01,00,32,0,,,
0.038,1900,01,00,32,0,,,
0.035,1900,01,00,30,0,,,
0.035,1900,01,00,30,0,,,
0.035,1900,01,00,30,0,,,
0.035,1900,01,00,30,0,,,
0.036,1900,01,00,31,0,,,
0.036,1900,01,00,31,0,,,
0.036,1900,01,00,31,0,,,
0.036,1900,01,00,31,0,,,
0.036,1900,01,00,31,0,,,
0.036,1900,01,00,31,0,,,
0.036,1900,01,00,31,0,,,
0.036,1900,01,00,31,0,,,
0.038,1900,01,00,32,0,,,
0.038,1900,01,00,32,0,,,
0.038,1900,01,00,32,0,,,
0.038,1900,01,00,32,0,,,
0.036,1900,01,00,31,0,,,
0.036,1900,01,00,31,0,,,
0.036,1900,01,00,31,0,,,
0.036,1900,01,00,31,0,,,
0.024,1900,01,00,20,0,,,
0.024,1900,01,00,20,0,,,
0.024,1900,01,00,20,0,,,
0.024,1900,01,00,20,0,,,
0.047,1900,01,00,40,0,,,
0.047,1900,01,00,40,0,,,
0.047,1900,01,00,40,0,,,
0.047,1900,01,00,40,0,,,
0.036,1900,01,00,31,0,,,
0.036,1900,01,00,31,0,,,
0.036,1900,01,00,31,0,,,
0.036,1900,01,00,31,0,,,
0.032,1900,01,00,27,0,,,
0.032,1900,01,00,27,0,,,
0.032,1900,01,00,27,0,,,
0.032,1900,01,00,27,0,,,
0.024,1900,01,00,20,0,,,
0.024,1900,01,00,20,0,,,
0.024,1900,01,00,20,0,,,
0.024,1900,01,00,20,0,,,
0.022,1900,01,00,19,0,,,
0.022,1900,01,00,19,0,,,
0.022,1900,01,00,19,0,,,
0.022,1900,01,00,19,0,,,
0.041,1900,01,00,35,0,,,
0.041,1900,01,00,35,0,,,
0.041,1900,01,00,35,0,,,
0.041,1900,01,00,35,0,,,
0.048,1900,01,00,41,0,,,
0.048,1900,01,00,41,0,,,
0.048,1900,01,00,41,0,,,
0.048,1900,01,00,41,0,,,
0.042,1900,01,00,36,0,,,
0.042,1900,01,00,36,0,,,
0.042,1900,01,00,36,0,,,
0.042,1900,01,00,36,0,,,
0.044,1900,01,00,37,0,,,
0.044,1900,01,00,37,0,,,
0.044,1900,01,00,37,0,,,
0.044,1900,01,00,37,0,,,
0.053,1900,01,00,45,0,,,
0.053,1900,01,00,45,0,,,
0.053,1900,01,00,45,0,,,
0.053,1900,01,00,45,0,,,
0.047,1900,01,00,40,0,,,
0.047,1900,01,00,40,0,,,
0.047,1900,01,00,40,0,,,
0.047,1900,01,00,40,0,,,
0.037,1900,01,00,31,0,,,
0.037,1900,01,00,31,0,,,
0.037,1900,01,00,31,0,,,
0.037,1900,01,00,31,0,,,
0.077,1900,01,00,104,0,,,
0.077,1900,01,00,104,0,,,
0.077,1900,01,00,104,0,,,
0.077,1900,01,00,104,0,,,
0.073,1900,01,00,93,0,,,
0.073,1900,01,00,93,0,,,
0.073,1900,01,00,93,0,,,
0.073,1900,01,00,93,0,,,
0.059,1900,01,00,50,0,,,
0.059,1900,01,00,50,0,,,
0.059,1900,01,00,50,0,,,
0.059,1900,01,00,50,0,,,
0.07,1900,01,00,84,0,,,
0.07,1900,01,00,84,0,,,
0.07,1900,01,00,84,0,,,
0.07,1900,01,00,84,0,,,
0.028,1900,01,00,24,0,,,
0.028,1900,01,00,24,0,,,
0.028,1900,01,00,24,0,,,
0.028,1900,01,00,24,0,,,
0.042,1900,01,00,36,0,,,
0.042,1900,01,00,36,0,,,
0.042,1900,01,00,36,0,,,
0.042,1900,01,00,36,0,,,
0.042,1900,01,00,36,0,,,
0.042,1900,01,00,36,0,,,
0.042,1900,01,00,36,0,,,
0.042,1900,01,00,36,0,,,
0.036,1900,01,00,31,0,,,
0.036,1900,01,00,31,0,,,
0.036,1900,01,00,31,0,,,
0.036,1900,01,00,31,0,,,
0.048,1900,01,00,41,0,,,
0.048,1900,01,00,41,0,,,
0.048,1900,01,00,41,0,,,
0.048,1900,01,00,41,0,,,
0.045,1900,01,00,38,0,,,
0.045,1900,01,00,38,0,,,
0.045,1900,01,00,38,0,,,
0.045,1900,01,00,38,0,,,
0.046,1900,01,00,39,0,,,
0.046,1900,01,00,39,0,,,
0.046,1900,01,00,39,0,,,
0.046,1900,01,00,39,0,,,
0.06,1900,01,00,51,0,,,
0.06,1900,01,00,51,0,,,
0.06,1900,01,00,51,0,,,
0.06,1900,01,00,51,0,,,
0.047,1900,01,00,40,0,,,
0.047,1900,01,00,40,0,,,
0.047,1900,01,00,40,0,,,
0.047,1900,01,00,40,0,,,
0.028,1900,01,00,24,0,,,
0.028,1900,01,00,24,0,,,
0.028,1900,01,00,24,0,,,
0.028,1900,01,00,24,0,,,
0.03,1900,01,00,25,0,,,
0.03,1900,01,00,25,0,,,
0.03,1900,01,00,25,0,,,
0.03,1900,01,00,25,0,,,
0.031,1900,01,00,26,0,,,
0.031,1900,01,00,26,0,,,
0.031,1900,01,00,26,0,,,
0.031,1900,01,00,26,0,,,
0.025,1900,01,00,21,0,,,
0.025,1900,01,00,21,0,,,
0.025,1900,01,00,21,0,,,
0.025,1900,01,00,21,0,,,
0.042,1900,01,00,36,0,,,
0.042,1900,01,00,36,0,,,
0.042,1900,01,00,36,0,,,
0.042,1900,01,00,36,0,,,
0.044,1900,01,00,37,0,,,
0.044,1900,01,00,37,0,,,
0.044,1900,01,00,37,0,,,
0.044,1900,01,00,37,0,,,
0.05,1900,01,00,42,0,,,
0.05,1900,01,00,42,0,,,
0.05,1900,01,00,42,0,,,
0.05,1900,01,00,42,0,,,
0.041,1900,01,00,35,0,,,
0.041,1900,01,00,35,0,,,
0.041,1900,01,00,35,0,,,
0.041,1900,01,00,35,0,,,
0.034,1900,01,00,29,0,,,
0.034,1900,01,00,29,0,,,
0.034,1900,01,00,29,0,,,
0.034,1900,01,00,29,0,,,
0.039,1900,01,00,33,0,,,
0.039,1900,01,00,33,0,,,
